seller_id,seller_zip_code_prefix,seller_city,seller_state
02f5837340d7eb4f653d676c7256523a,80620,curitiba,Paraná
7b98de631987e26dd6d803490c43a13c,87900,loanda,Paraná
f12ff17ad8bbf01ec5c33b17e506649b,3186,São Paulo,São Paulo
a64e44665225d19dfc0277eeeaaccc57,19400,São Paulo,São Paulo
6a8a889bde935bafa76d7848782dfaf9,2839,São Paulo,São Paulo
42b6488f5b8246d9141712abd4b1b693,87014,maringa,Paraná
d6cd01c59123df02fc226eadbadb5f89,1207,São Paulo,São Paulo
c8e135e7b21ecbc36c1153a29d2f5a06,1411,São Paulo,São Paulo
229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,Minas Gerais
f9a02f1922d1de564392e656d82b3fda,8502,ferraz de vasconcelos,São Paulo
9523fb39dd240aa958e040f8183d64f3,1541,São Paulo,São Paulo
95ec4458365c4d11f452ccf538377619,13481,limeira,São Paulo
6ec1a01e866584bb679eb9b098345919,11040,santos,São Paulo
f6122bc84774df1b372bdb3bb88ddb9f,6436,barueri,São Paulo
fa40cc5b934574b62717c68f3d678b6d,2310,São Paulo,São Paulo
623ad9d0c1e14bb5464a8c72bff7b4af,35530,claudio,Minas Gerais
c0098efcf800861dcae589affca31408,14080,ribeirao preto,São Paulo
a63bfbaa882c8f4542891b4e2246cc7f,24355,niteroi,Rio de Janeiro
48b6c3f4c6a93171da04b75313f2130f,17700,osvaldo cruz,São Paulo
270d3ef21830ad0ecf3a6c53d08a533a,6380,carapicuiba,São Paulo
89c127985a8b130cfa45c1d36764017a,6016,osasco,São Paulo
8b2492b7ff4468839593fafeed55bad9,24451,sao goncalo,Rio de Janeiro
1e9d5a33694bddb76316fd1f54734d20,78820,jaciara,Mato Grosso
5e49e3a44bdeb5aab2684258bbd4f525,88330,balenario camboriu,Santa Catarina
8e34331b7eedd03be4e5d965c1956225,4009,São Paulo,São Paulo
aaed1309374718fdd995ee4c58c9dfcd,89120,timbo,Santa Catarina
11d4c477d09821164bca4f70a2eae031,14075,ribeirao preto,São Paulo
ff314fa6033cc68ec451c47aee2d6ba4,5424,São Paulo,São Paulo
d1c7fa84e48cfa21a0e595167c1c500e,99730,jacutinga,Rio Grande do Sul
c7246702dc991a06d788120dc7544391,60440,fortaleza,Ceará
e819bcfade7b5d88a27325eb6cfd62c5,7242,guarulhos,São Paulo
6d2f2e3b539480db1e0842b3a4e32e6e,7051,guarulhos,São Paulo
e88165a185134e13fdfc85d4fa654db8,8517,ferraz de  vasconcelos,São Paulo
9e6229250fedbe05838fef417b74e7fb,16800,mirandopolis,São Paulo
5abb8ea023c77787f2c15da891c8d384,89228,joinville,Santa Catarina
1d953075c2f0dd990bacf27b83b330f1,30421,belo horizonte,Minas Gerais
817245bcc3badd82bbd222e0366951a6,17056,bauru,São Paulo
caa9bc43a9fe8cf9c564ddd8a03cc4a6,12308,jacarei,São Paulo
615005a3ef192c00c6f0e977cee3d2bc,13304,itu,São Paulo
1284de4ae8aa26997e748c851557cf0e,85301,laranjeiras do sul,São Paulo
5fd924b4836098a5be0ecf81ba054ce0,3554,São Paulo,São Paulo
7178f9f4dd81dcef02f62acdf8151e01,89560,videira,Santa Catarina
8132b9bd16876e1b0f8808d43825dd48,88058,florianopolis,Santa Catarina
3f995f07c49d0d55a99d5c54957f7d81,6853,itapecerica da serra,São Paulo
a6bd7d1ccdac48c6b33b28596b7eb122,58280,mamanguape,Paraíba
6650fcccd8cd2f7e55ffa524f30c4c59,8490,São Paulo,São Paulo
3db66a856d18a9cba7c9241fc5221c50,35430,ponte nova,Minas Gerais
8b181ee5518df84f18f4e1a43fe07923,87360,goioere,São Paulo
10ff823eda2b032e2c93d17a7d294736,17280,pederneiras,São Paulo
b4a476fbd28de64b1e347abf9089366a,6653,itapevi,São Paulo
39c763cca83e654764b7a4a650fb9b7c,74563,goiania,Goiás
dadc51ef321949ec9a3ab25cd902e23d,4821,São Paulo,São Paulo
83b08de96980757220871b31bf6cffca,21820,rio de janeiro,Rio de Janeiro
14a08204d03bb6b6bde8029f801ae0eb,1026,São Paulo,São Paulo
bee36b4f9a2b9fdcaff6ec05df202ed0,3308,São Paulo,São Paulo
28872dc528e978a639754bc8c2ce5a4c,95070,caxias do sul,Rio Grande do Sul
c85d7b477a709c85a1e8b8f25aa1b270,9640,São Bernardo do Campo,São Paulo
739c7d7be81f63812dea0d1b1451c651,58400,campina grande,Paraíba
657969cca82e884d272385ec0ef06edd,93608,estancia velha,Rio Grande do Sul
455befea1bb853c75ccbca94cff26e5c,27525,resende,Rio de Janeiro
800214c63934acd05d47e84214db8ba8,89251,jaragua do sul,Santa Catarina
5cf1ec37aea089f45110c70653a166ab,2215,São Paulo,São Paulo
0a82f5fb06a4fe4ac2cf7cb412ec71b8,5524,São Paulo,São Paulo
e45edf75f568ed2f93f78d060e246e25,22790,rio de janeiro,Rio de Janeiro
3d621842b2ed28e2b474132480edac3c,8041,São Paulo,São Paulo
baf15155e37ef5492731459bdc05be8a,5715,São Paulo,São Paulo
c0aff2da32c17759d30b22fb0af6649d,88032,florianopolis,Santa Catarina
a17f621c590ea0fab3d5d883e1630ec6,18055,sorocaba,São Paulo
4deebb3199eeafb282ae33229144f94b,2112,São Paulo,São Paulo
9d69ba0a7a626a64dc5db08e529559cf,14075,ribeirao preto,São Paulo
f92d8c817434bd2d84d4e9c61322b7fa,18048,sorocaba,São Paulo
8ca5b19e0263150d2c57afdde2b3d011,9336,maua,São Paulo
eec3469d83e142f9a104886655338c37,17030,bauru,São Paulo
55bb6fe5bebe5012e2d7d9928e1128ff,17052,bauru,São Paulo
d180e07dc1e58c31c3f0cd599dc4d945,30620,belo horizonte,Minas Gerais
d6b1ce66b035a475f00c017792ff9769,13327,salto,São Paulo
3aa3c89ae3cd482385568be76120f63c,74343,goiania,Goiás
fe4cd9461203cee790d36792420b310f,35300,caratinga,Minas Gerais
c3aad7dc65449ae90a5e9c3c6c1e78e0,15350,auriflama/sp,São Paulo
f5fea3ffed6c2e889bab72705557c63a,21240,rio de janeiro,Rio de Janeiro
ececbfcff9804a2d6b40f589df8eef2b,14407,Franca,São Paulo
a254c682cc01e119f83530446f1df9a9,16500,cafelandia,São Paulo
830379336fad8c6f3b15a4a3ddb5c66e,2518,São Paulo,São Paulo
7d13fca15225358621be4086e1eb0964,14050,ribeirao preto,São Paulo
1b4c3a6f53068f0b6944d2d005c9fc89,88730,sao ludgero,Santa Catarina
b92e3c8f9738272ff7c59e111e108d7c,36502,uba,Minas Gerais
b8555308bfdb4ca1ed54325a58da9a97,9751,São Bernardo do Campo,São Paulo
71593c7413973a1e160057b80d4958f6,3407,sao paulo / sao paulo,São Paulo
1dc2de47ee26a0a5b12dc14fd6dc0dea,14940,ibitinga,São Paulo
6c6e3d67f969468f3bfd33f827a31222,87035,maringa,Paraná
66d5ae34537110d3affc56174dad2b2f,15062,sao jose do rio preto,São Paulo
781a66c0d89e30814d49fe8b5e14cd07,13064,campinas,São Paulo
a4bd6e9adf39b63f43dc545d3ca1f53d,21020,rio de janeiro,Rio de Janeiro
f88adb15807168d3c43d71021090ce4a,13660,porto ferreira,São Paulo
fa8d335d68129e464e60c1826a683e96,95660,tres coroas,Rio Grande do Sul
f12d3c2a14729ae461b920c11fe20fdc,9080,santo andre,São Paulo
4917cee8d902e13428c3ec4b1ca6f315,89031,blumenau,Santa Catarina
741f8c587cb4248ebc5b779a0e8e0e51,9110,santo andre,São Paulo
4bcec44888b30ba9001234c534716d3f,9230,santo andre,São Paulo
a663d9c3797e90eac99ff60939416a56,3951,São Paulo,São Paulo
dff87e4de60c9736ce8df835951b09bc,3172,São Paulo,São Paulo
ac1ed5fc15901fbc92920361eb4ab350,3334,São Paulo,São Paulo
f9903dd0f812c7e771fcad47b6fff231,89070,blumenau,Santa Catarina
ac9b01377919cdbd2a1bbb8d5837c70b,8773,mogi das cruzes,São Paulo
5011f0d93373a4c5753adf58ca77af8d,11013,santos,São Paulo
a4e634166243bbb3a13fa584463fa468,6286,osasco,São Paulo
50bf89f1349bc0409a268c3a49678009,15155,jaci,São Paulo
50c9975695009e5e6473912e83a6d1da,35530,claudio,Minas Gerais
42d4b7e70819438f5ada61c965e92d7e,74045,goiania,Goiás
7aa4334be125fcdd2ba64b3180029f14,18500,laranjal paulista,São Paulo
b14db04aa7881970e83ffa9426897925,18048,sorocaba,São Paulo
fac1a9017ade7bdc94058fc1c969f355,1126,São Paulo,São Paulo
31ae0774c17fabd06ff707cc5bde005f,13478,americana,São Paulo
f0ec6a2adb05c62655a26dd347b8dede,1303,São Paulo,São Paulo
cc1f04647be106ba74e62b21f358af25,2739,São Paulo,São Paulo
1099a00e0ee3a50935e6c2447ca090c5,20921,rio de janeiro,Rio de Janeiro
3d700782d7818f2c1e0d7a9e9d75fc00,86170,sertanopolis,São Paulo
a3e9a2c700480d9bb01fba070ba80a0e,14940,ibitinga,São Paulo
c3f5668699a1b04c0fa61ecea1e2bff6,86808,apucarana,Paraná
80f2cf9abf6b5a0e5c612b5eea6646e6,15046,sao jose do rio preto,São Paulo
516e7738bd8f735ac19a010ee5450d8d,22230,rio de janeiro,Rio de Janeiro
4fe2f67634d00c021aa01f96b6f2d68e,87035,maringa,Paraná
9f505651f4a6abe901a56cdc21508025,4102,São Paulo,São Paulo
17adeba047385fb0c67d8e90b4296d21,7052,guarulhos,São Paulo
7142540dd4c91e2237acb7e911c4eba2,16301,penapolis,São Paulo
c04d70d515d15a7e3db3a73320598566,24020,niteroi,Rio de Janeiro
a3a38f4affed601eb87a97788c949667,89204,joinville,Santa Catarina
744dac408745240a2c2528fb1b6028f3,83408,colombo,Paraná
9b013e03b2ab786505a1d3b5c0756754,11450,vicente de carvalho,São Paulo
8b9d6eec4a7eb7d0f9d579ce0b38324d,26562,mesquita,Rio de Janeiro
38e679b9e0064cd94c6f035707344dae,86010,londrina,Paraná
5444b12c82f21c923f2639ebc722c1ea,2051,sao pauo,São Paulo
83deb69e889cf80f82be1dc6d5f2d486,88056,florianopolis,Santa Catarina
54aa8463e87776b5612f4bdc4bd5d4de,30550,belo horizonte,Minas Gerais
2e7ea2aafec5835e781b21d6d1faf1f1,2820,São Paulo,São Paulo
79ebd9a61bac3eaf882805ed4ecfa12a,85802,cascavel,Paraná
1cbd50a8c52e6cf8e315c5709fab386f,83830,fazenda rio grande,Paraná
e503f22be6a4f456d9851920a5d9c670,4508,São Paulo,São Paulo
88af55b4a7ca402b27df16f7c7c9b5d2,6775,taboao da serra,São Paulo
5f3ae9136c875522250f8184f253413a,1550,São Paulo,São Paulo
b026643914f651e8371425e5b8a1e780,22783,rio de janeiro,Rio de Janeiro
26af45f5dfd967225a832838aa4e24a3,81070,curitiba,Paraná
9dd459b29a14bf89d47183cf2cd0e4c7,4716,São Paulo,São Paulo
8e6d7754bc7e0f22c96d255ebda59eba,12233,sao jose dos campos,São Paulo
e250d617a0ad591ba9bd663e584a895d,7084,guarulhos,São Paulo
92c8bc6e8f925792247656fed09aad65,3384,São Paulo,São Paulo
e53d5b9b29d1218281f4a907ada18626,85903,toledo,Paraná
3ca08eeb8d5595949fed424bd3677742,82510,curitiba,Paraná
cbd996ad3c1b7dc71fd0e5f5df9087e2,15081,sao jose do rio preto,São Paulo
8daab2245ebdc277c51098d01c5ad8ef,8411,São Paulo,São Paulo
15b3b1b81484422eb41df68ac87f1f50,17047,bauru,São Paulo
e067ad2c1c0b48758eb1b5228bcf7a68,11045,santos,São Paulo
f626e15b7314c267e4429010866f70e9,85960,marechal candido rondon,São Paulo
f1fd5ab1181f827ffad998c1a5de7d74,80010,curitiba,Paraná
a7c88262832dfc683781d6a421edefae,8710,mogi das cruzes,São Paulo
6b1c4d4d9ccf0be3d8544eb0e71e5318,91130,porto alegre,Rio Grande do Sul
4e85b538b0dad58852641540686d0e14,12238,sao jose dos campos,São Paulo
093805f8f2aeb63881444571e1f48f30,6236,osasco,São Paulo
5acd070dd3fe441bbb2ec1f1ede515ee,13203,jundiai,São Paulo
3c010235b7345c92f125d14ee232a76b,83800,mandirituba,Paraná
cb9fb4ca75d7ba8437480e8dde64fe98,3551,São Paulo,São Paulo
ce33c6211beaa8fef4cae8b52db39862,8655,suzano,São Paulo
081acf3de680d554796c9cf041be7bc2,33200,vespasiano,Minas Gerais
6989574bd97d9773f10d232b6c07da59,80040,curitiba,Paraná
535bf14f36346c7f59d87cece104d70c,20735,rio de janeiro,Rio de Janeiro
8501d82f68d23148b6d78bb7c4a42037,89031,blumenau,Santa Catarina
7f02656561b680def9986c0795a8a080,1417,São Paulo,São Paulo
57a834594e1e9e9219603bfec184eadc,98780,santa rosa,Rio Grande do Sul
8fd3b4468f6425810648177996c14cbd,15015,sao jose do rio preto,São Paulo
6d803cb79cc31c41c4c789a75933b3c7,14600,sao joaquim da barra,São Paulo
5f2684dab12e59f83bef73ae57724e45,5125,São Paulo,São Paulo
713e3a23ca5e47786eb6f0d99f94cfac,81050,curitiba,Paraná
f97e2b0650c2068227e1d366140eb62f,13830,santo antonio de posse,São Paulo
8b321bb669392f5163d04c59e235e066,1212,São Paulo,São Paulo
32f83ffe11cd40f7adcf4eef171f52d9,97502,uruguaiana,Rio Grande do Sul
76d64c4aca3a7baf218bf93ef7fa768d,80215,curitiba,Paraná
d06d019f72a04e5497a0b64190af170c,6703,cotia,São Paulo
ec80e49e69745ab6c14f984bf2149423,13480,limeira,São Paulo
f8f35af4634605e6693c17cc3ffff5a8,37400,campanha,Minas Gerais
004c9cd9d87a3c30c522c48c4fc07416,14940,ibitinga,São Paulo
3bdff180c7e1f6551a643b99c265a120,4811,São Paulo,São Paulo
6b89abe95848c850399130d149a39b63,75640,piracanjuba,Goiás
aced59e9b31ef866a94f9e7f29d8d418,3306,São Paulo,São Paulo
b4f8921fcc4ff77b66bea6dda43dcd51,95034,caxias do sul,Rio Grande do Sul
d2572f31e9023e9850ef986a636ff9bf,30640,belo horizonte,Minas Gerais
c731d18cea9bf687ffee82a241c25b11,89701,concordia,Santa Catarina
3dc69bf2c42f0568a5c4791ec3fd3745,2880,São Paulo,São Paulo
d8d9567d0bfb0bc7eb845a205ba42657,3688,São Paulo,São Paulo
0daf5180aa44356f60f8effa533b55a2,74043,goiania,Goiás
5194c22ed1f616ec0c0f33c571542879,37540,santa rita do sapucai,Minas Gerais
fe8055980a4ff7f64ed889c2b5926929,81925,curitiba,Paraná
c42fd8e4d47dfb18ce5222f2dd7752f9,6246,osasco,São Paulo
671585f5a2af58b6e276bc01003c0d2b,80510,curitiba,Paraná
2dd1fb6f0e42a2243b8a01e40cd41216,80240,curitiba,Paraná
a7c53f6b3b61adbdaa99dda97e8cbd56,14780,barretos,São Paulo
a11a0e0ca67423425691db355cff69b0,13330,indaiatuba,São Paulo
5bffbafbb22daf6d3bfc216a46db8708,26525,nilopolis,Rio de Janeiro
fc0b214b59a83615fea981c6424a02ae,9380,maua,São Paulo
011b0eaba87386a2ae96a7d32bb531d1,17580,pompeia,São Paulo
43753b27d77860f1654aa72e251a7878,44895,barro alto,Bahia
822b63912576852aea9a8436d72317b7,13840,mogi guacu,São Paulo
a3fa18b3f688ec0fca3eb8bfcbd2d5b3,4557,são paulo,São Paulo
5587130f9850696ed7fafbc91c2cee44,4311,São Paulo,São Paulo
9c1c0c36cd23c20897e473901a8fb149,11702,praia grande,São Paulo
34a557286ead8fe75c989e0afcf7d98c,14406,Franca,São Paulo
c716e0b86ed568878475b60fbb6323ad,22783,rio de janeiro,São Paulo
455c5640e8c5bd1b2ee85c0158f85727,89128,luiz alves,Santa Catarina
87d30a6a0cbf89356e49324971ab1d24,2036,São Paulo,São Paulo
217f005bb37ff3aeef5b2ae1788e75ba,6038,osasco,São Paulo
cac4e0bc1a3269fa2b6ea5e763f6115b,88351,brusque,Santa Catarina
